yelping_since,votes,review_count,name,user_id,friends,fans,average_stars,type,compliments,elite
2012-11,"{'funny': 0, 'useful': 5, 'cool': 0}",2,Tess,lmKlW7GCvbsMO8NdFxKfhw,[],0,3.0,user,{},[]
2012-09,"{'funny': 4, 'useful': 3, 'cool': 1}",17,J,JOla9XIx8W_bYnRz9nYa7A,[],0,4.4,user,{},[]
2013-03,"{'funny': 0, 'useful': 0, 'cool': 0}",3,Stacye,DHLxhTdiYWuH9WRnzBuwgw,['avWtEFpY-fb0wtxgGM5Gyg'],0,3.33,user,{},[]
2009-08,"{'funny': 3, 'useful': 19, 'cool': 5}",16,Christina,9HY5jypR0uxjyuNP7gk4GQ,['yGcq_6rdrT_J9d6Drhbpuw'],1,3.0,user,{},[]
2010-03,"{'funny': 32, 'useful': 84, 'cool': 45}",45,Lindsey,o1_MQm6Ei5ghmkjAvY_0Sg,"['zU0_Br_RMC4oYSISOXzWog', 'OYpsdMcpdCdlkknpgpFMLA', '90a6z--_CUrl84aCzZyPsg', 'mEMZxvHpemSxn1gl7Lj1Zw', 'vsXP832M0kOxKpfduD7dWw', 'eBwBjylS66qPcHs2_ajLag', 'pv82zTlB5Txsu2Pusu__FA', 'cRyNICH0mhjxagvSyVr60Q', '8GNusSTXU7qXWBpsW4bx-w', 'PUAc-7xHg2uleQW-TCFCmA']",4,3.509999999999999,user,"{'note': 2, 'plain': 3, 'hot': 2, 'cool': 7, 'more': 1}",[]
2014-04,"{'funny': 0, 'useful': 1, 'cool': 0}",2,Val,zNJZSttxpLH_Iplwe0QJHA,[],0,5.0,user,{},[]
2013-07,"{'funny': 0, 'useful': 1, 'cool': 0}",1,Karla,m_5BxPtu7W3zYaUxsVKE-g,[],0,1.0,user,{},[]
2012-03,"{'funny': 12, 'useful': 49, 'cool': 24}",94,Lowell,zkVmUItCnlgdn-6CmormSg,"['lLZfboZB3B0LquJNR6GmkA', 'j6m5b8xULh__418uoHzb3w']",0,4.53,user,"{'note': 1, 'funny': 15, 'hot': 1, 'writer': 1, 'plain': 1}",[]
2008-09,"{'funny': 0, 'useful': 11, 'cool': 1}",10,Wolfe,QM_-dz_jOEgNGGdwW_FudQ,"['DMibgS1IKohvM9zXUAjPow', '3xPxqrafWk3vJp7ZbCUIIg']",0,3.91,user,{},[]
2010-03,"{'funny': 0, 'useful': 0, 'cool': 0}",2,Amanda,9SHdpVqE-jwqV19SYibsQw,[],0,1.0,user,{},[]
2009-08,"{'funny': 2, 'useful': 8, 'cool': 5}",33,Ronnie,qWi1OinF2g85a2nvsvyTIQ,['H0xIJtd77kJ21_Qh2pQZ7A'],0,3.689999999999999,user,{'writer': 1},[]
2011-08,"{'funny': 0, 'useful': 1, 'cool': 1}",2,Hannah,CiTKsfR225TRUsrN71ZuXA,['ZMACA2Wkla6SM3AjbG_dQw'],0,4.0,user,{'cool': 1},[]
2008-07,"{'funny': 0, 'useful': 4, 'cool': 3}",6,Hannah,Z2MeKyiZJ5QuwNqtAzkpnQ,['EehzZsq_ArpkCc4E2hyL4Q'],0,3.669999999999999,user,{'cool': 1},[]
2011-03,"{'funny': 0, 'useful': 13, 'cool': 1}",29,Rosana,_Avf5nuqCjcZal2aAX5mvA,"['KoVA3CqL9vb3s_Z5VfvL0w', 'bwvgbUuENZD5EF3gT-_VYQ']",0,3.689999999999999,user,{},[]
2012-10,"{'funny': 0, 'useful': 0, 'cool': 0}",1,Yadira,pMQtCcG0nOwRQIAYJ73oRQ,"['ygDQ6ZhfxOEwFxEE-HDeBQ', 'MmBljvd5SFOOflpGulVUPQ', 'GLtEyfWVpZ53Qllfy7YGew']",0,5.0,user,{},[]
2011-08,"{'funny': 15, 'useful': 50, 'cool': 19}",52,Randon,RIJ3QkjeRBM7QK2YGYIMng,"['x7FnRseGPVUL_AqUU3mMVw', 'SGDlDBYJsp2PGUb1d3M7uQ', 'ej_92tydyx6JRhEpPJCsQg', 'elpRcMJAh_VkK3A1BDWx_g', 'ADY_SKhyun_07OiEM2Yvfg', 'KR4x3VgZjWSYnf2-9ayaig', 'HnxhB37MFl-WFCzc6hn4cg', 'MM9tRzZS9oZsur_zIJvDIA', 'hiRvz84l3x32VEUTAqQuww', '1Ax9_MUWx2XHGHTYubJZlw']",0,4.049999999999999,user,"{'profile': 1, 'cute': 2, 'hot': 1, 'note': 1, 'cool': 1}",[]
2011-03,"{'funny': 0, 'useful': 0, 'cool': 0}",2,Diana,YD4PokFP-9tiYli8yEhb1A,[],0,3.0,user,{},[]
2012-11,"{'funny': 0, 'useful': 0, 'cool': 0}",1,Jennifer,Lgj5MTx1D6PDql_aEO7yNg,[],0,5.0,user,{'cool': 1},[]
2009-08,"{'funny': 0, 'useful': 0, 'cool': 0}",4,D,998EyEUxiJV3RtuMOwwZmA,[],0,1.5,user,{},[]
2013-05,"{'funny': 4, 'useful': 14, 'cool': 15}",9,Samantha,p20rNE6qd_RVNW-Vol0RIQ,"['MvD-ajZG940-xy5sn4UX8g', 'e8xySFEt090GxyMLrZVRsQ', 'MptShvVG19gAbwWd33t3sQ']",0,4.669999999999999,user,{},[]
2012-04,"{'funny': 4, 'useful': 22, 'cool': 4}",14,Brittany,UHxQkxjCYVfvqh2ggq5HRw,"['7mqhV16NyehMAJlG6kX_WQ', 'inxWHYGscfzDQHTPlzGSSQ', 'pBChrfUIP05nJ-M_X8jhwA', 'ZaoOjECth7GOtcYpgBGWIQ']",1,4.139999999999999,user,{},[]
2013-08,"{'funny': 0, 'useful': 0, 'cool': 0}",3,Jim,feHK59o75au4_g22rRgaUA,[],0,4.0,user,{},[]
2013-08,"{'funny': 0, 'useful': 0, 'cool': 0}",3,Annalisa,TXuAZX1wyEOBp5tmZXz9zQ,[],0,2.33,user,{},[]
2008-12,"{'funny': 3, 'useful': 27, 'cool': 3}",38,Steve,PV2NDrp1F15xlgH9oVL6Vw,[],0,3.47,user,{},[]
2007-01,"{'funny': 38, 'useful': 81, 'cool': 47}",198,Clover Dan,AHWigjNW5w624Wti3jbIXw,"['arI_gwHz95TzPZK6jrFQ1w', '0arQ82n4mvrc42U8KuoE6g']",2,3.779999999999999,user,"{'cute': 1, 'funny': 2, 'plain': 1, 'hot': 1, 'more': 2, 'cool': 10}",[]
2011-07,"{'funny': 14, 'useful': 50, 'cool': 13}",61,Nicole,wAc2sQlf0cZsOnOcqHww_Q,"['Wa5MTuOhTTV7A0A7AmYY9Q', 'fm5-O3_otnzaAFHYH4pYRw', 'HsSjRBHt-BqUcI_xJSKRSA', 'uTSt459ZUFQ11Q9fu37jvw', 'oYTZ2PbYYd2MDbVYUoQpCw', '8j4U6EOmxqj667q8fTnfPw', 'ctsOzR7wbxtFCmGGBkdOyQ', 'NJSLUSgpovl0An1QVtCAFg', 'kWfiahZqO-x-LMBxrJ0KsA', 'du7uDASoGk4PAz76i-ip8Q']",3,3.689999999999999,user,"{'funny': 1, 'plain': 3, 'writer': 1, 'note': 3, 'photos': 4, 'hot': 2, 'cool': 2}",[]
2009-01,"{'funny': 100, 'useful': 210, 'cool': 100}",149,Lannette,POmVbGJ5nd9aZTxTJ_FVfQ,"['rpOyqD_893cqmDAtJLbdog', 'F9T6m1YdRFreyKDufcyoOQ', 'kGgAARL2UmvCcTRfiscjug', 'y8ZCNq8HSGDSx7Vm-NYEOw', 'qaSf-CGQLWlXmy56pkYQYw', '9hCMcrhNykdVh0ZOJJoVVA', 'olzm5hG4BBdFLBQJZ16rkQ', 'bmXuGmfu9LahwRMLjs5OXA', 'GUrPmYze-oF6NFDJusiSNw', 'uaoukpaSPrhaLE9-eLJ-Cw', 's1Ir3usIcswwq9JyFo9UqQ', 'Sv5kY5jq0Qulj5fydJY-3g', '4FFKYcvmuKXXuBteqWBCeA', 'lGttdkKbAeguLNH7c66hQQ', 'yGE2GgobPyCh5c5fSguGPg', 'BV8c4QZEzvPWA00ZqJp-jQ', 'Sa5m1g2tiJD7wSS2GP5DrQ', '-HNWRq-i2OS19IDjsUlxdQ', 'g-rWJxGx1EKqDORpkZXjJw']",6,3.899999999999999,user,"{'profile': 1, 'cute': 1, 'funny': 5, 'plain': 12, 'writer': 16, 'note': 17, 'photos': 4, 'hot': 17, 'more': 8, 'cool': 21}","[2010, 2011, 2012]"
2014-04,"{'funny': 1, 'useful': 0, 'cool': 0}",1,Chelsea,u-lViZLUc7twSPXkb0oivQ,[],0,1.0,user,{},[]
2007-07,"{'funny': 29, 'useful': 153, 'cool': 53}",152,Jen,JA-0CTxGwDsbUK5Mk8eJoQ,"['b82Io8xAS7XqQdg7xN453Q', 'q7Zn9s5wXAjhhSJMf7GiVg', 'pMIwNPYx49RkNf7_cQ4QUQ', 'YulkXE0qdJeO6sURvt17PA', '4UeAJwGEEVA6qJ85b5ib4Q', 'a9i_DDUqZv-6LcWB1cKTOg', 'B-LY7LqyLasy2VhumS38ew']",4,3.89,user,"{'note': 2, 'plain': 4, 'hot': 1, 'writer': 1, 'cool': 5}","[2011, 2012, 2013]"
2013-05,"{'funny': 5, 'useful': 8, 'cool': 5}",6,Darleen,FY9ZcAebqPGggpHoVFjfMQ,[],0,4.0,user,{},[]
2011-07,"{'funny': 0, 'useful': 1, 'cool': 3}",4,Tara,oOAnUnH3nHrKCAEzpaDuAQ,"['CInFos81Gf4dkBJQL-1jGg', 'IYZmKElJk8po3Iq0j9aZtg', 'mZAOMowMkwc37Tm2HtsWTg', 'bqz2agnc4JZYoDQAZ6kRaQ', 'dl8dA49YWAqDMLwGnrg5Lw', '6TAYKm79o2T7h-jGBjKZaQ', 'FBE0gDdN4fZH-6uo-mWgPQ', 'M91SzEr5X381fhJYK3fLsQ', 'cI7NWQ-e8eNSXJzaSwN4eA', 'UZe1Mq2MhUa3CPIKbPPuRw', 'VZvbcLjyxFANF-kvS2U4IQ', 'WKR1O8p216GT0YDQ7EjwCg', 'T0ffk3BlWOOE8p-LHDBMRw', 'UyQS6b20iNXJ8Qy4j-ccqA', 'KAjX6AcK9auY0gzJj1Amgg', 'uR8xtsNVexFk_XrDXH6wIw', 'V7AqDMh5rP8z11r2x2fP1Q', 'ewNHmcLq_Asn4agAg0PbXg', 'MonNLZ0ewhxAl8z-v4vqig', 'Hsn1ZC2efQ_IszO-T1kLCA']",1,4.0,user,{'cool': 1},[]
2011-12,"{'funny': 1, 'useful': 2, 'cool': 1}",11,David,1o-BQSPtkeOv2HV2x5MA0w,[],1,4.549999999999999,user,{},[]
2008-09,"{'funny': 0, 'useful': 3, 'cool': 2}",1,stacey,0xoUYuDxXTiSTXLXJQXojw,"['I4MxmBPTll9C2s0hpC6Uag', 'fczQCSmaWF78toLEmb0Zsw', '90a6z--_CUrl84aCzZyPsg', 'sEWeeq41k4ohBz4jS_iGRw', 'fQ65oVUPQ3RXhm6qtjUTSg', 'NhCiwD1tKXMqjs2ajPQzDQ', 'Q-e5Kriu18oFX5orJkoNhA', 'tPYarUDC8kdUgW-5y2yH6A', 'GtKx5zjZyqRporjT7MrmSA']",2,5.0,user,"{'note': 1, 'cool': 1}",[]
2007-03,"{'funny': 2, 'useful': 14, 'cool': 1}",15,PD,ZIMhubX2ETWB2Sgat0KLNQ,[],0,3.33,user,{},[]
2013-02,"{'funny': 0, 'useful': 0, 'cool': 0}",1,Melanie,C0NOeQvxk0vVyWZtDZuLZQ,[],0,5.0,user,{},[]
2013-08,"{'funny': 8, 'useful': 7, 'cool': 1}",6,Jorden,eEQYupquVkFxvQrtU7ppGg,"['JPJhdwtV3n8RQRPx7TApFQ', '5lq4LkrviYgQ4LJNsBYHcA', '_KH0X_hhbDd7bn9dDLmZWQ', 'XpxK7cAT4R3wQjHOZccasw', 'acNFyXr3zkVmrBdqJDcd5g', 'Z6mx5OClrvg_C0xBW34kxA', 'beFBVr42X5PdzazW6AuthA', 'Lzj40dbYfwTg71RqzL16jA', 'nAcZJKGZb7Ookb673i4mZQ', 'ND5rWQL7QwMXks59T0fO1A', 'C0UY1f2BUUmLdmB3sn5_lw', '-Da_9va6gVvSzItIJftuZA', '7a4eUybrlkGcO_FcI_ZcYw', 'ACpXAKmn_eLWhQ_23w6YVQ', 'n15LZoS9X17m-jLnZcuuIQ', '1Nbv-JQncSdeyss9HYNVSA', 'jylbQhgsr1Z7tLoJY67Xog', 'LRWJ9rdqvlZ9ZgSOTHZCeg', 'RTI45Mpj-6Op9w0R-TGEtg']",0,3.83,user,{},[]
2007-02,"{'funny': 48, 'useful': 63, 'cool': 26}",67,N,NwxwQ83GRoR8jrMXKcJEpw,"['wBYVciDCrMo45V5pvPU0Ag', 'QSBXtDjdSUgic1sBs1zSRA', 'CeUuRsKZxuRYij2-I1n87Q', '2m3lE8p8T2nFRDxIUaRXew', 'VuMlbGw-znZrCkyn5dcXuQ', '_QjWb_L4BWYbSQ7UhQu7DA', '3V9iIioFjmFFWMzeHS3MXQ', 'HwRD49LxdohcqJuiPnjTgw']",4,3.96,user,{'hot': 3},[]
2011-07,"{'funny': 0, 'useful': 1, 'cool': 2}",3,Grace,MQRIPq_z3vg3Q-yEIrOwnQ,[],0,3.0,user,{},[]
2010-12,"{'funny': 1, 'useful': 5, 'cool': 1}",3,Bettianne,N0Dnop0TUdqf1-TEf80NOg,[],1,5.0,user,{},[]
2013-02,"{'funny': 0, 'useful': 9, 'cool': 0}",3,Teddy,QLM__FJcc5ZR2T53mP8BzA,[],0,3.0,user,{},[]
2009-04,"{'funny': 154, 'useful': 350, 'cool': 207}",406,Marcin,yJlNRDtZrbep0s19VSkPRw,"['w6Vv-kldGpmvSGqXvTbAdQ', 'zojEUtESP5mH7t4WcPzVKw', 'afX02wILK55lpldHf5-8cQ', 'SeT_MkiQ9pSnrRIN41zo_A', '9Gdf-XAqgVOmFVCusVe0VA', 'WifxG5NtC0VAGlUo8StrBg', 'Z-6lb_EK2JP_jCOB6sfKDg', 'qWV1sSKn53BmghpP56IIfA', 'jNjtDZX4FYl_c7_6y51Xzg', 'hjeUJa_wvTkhDkhji4FWfw', 'TLj3XaclA7V4ldJ5yNP-9Q', '_7wzMjsqkujLHZRosKT_kQ', 'K5uXX8FltSE3DCy_GIthZA', '6QJVy0q9fVCVLdND8FAIaA', '3VzT6sWQofFpmezJwVRhJQ', 'RGqyo3CHB8vAh7GHIjcu6Q', 'XhcM4_Tzxr05wjbYCrBhPw', 'PmLa7Pu9Ba32fhvCOLOr5A', '2xl5reFNGc1w8qUmc6ZPxQ', 'Prsk7SiPZNfgcPyygOdGHg', 'Ys9vx9gF3MWTlapXz0HiOQ', 'Cb7sSoGa89Ak_IpqsMV6_g', 'Fm1kLWF2t8DdvIMs0zW2aA', 'H23KoR8A_iQ1RgDZhVqwCw', 'kuP0AMnSGgkLfNSt0wOAgA', 'UyC9ppvQMSrh9C3jqqbKvQ', 'Op7wYJyUbpWm3cIUXHRz1A', 'JJ02KSmRB38oWps-XlCfHA', '5Fd93L51CcW9oiJxPPfgEQ', 'HWnRklnLgiTAX8yxHfOFjw', 'VYSL64DiAqhEfjTeqqDPEQ', 'ggVEuTeLH0RPUn-PUgKwKg', 'W6h8SG4d7uiVoDBKBhEHSg', 'spJUPXI7QaIctU0FO5c42w', 'mom3Iu_qLLk4FoGWPx3njw', '98f92DVyKhoQZ94DbTLVBQ', '-2iNr0vd-jCCDGcXW6lDdg', 'npRpBqPZxLr65FHB9sZBOw', '_I1eQWT2VVov1yTDsHSaeA', 'WJSNywtir04BgDDpZVZMpg', 'buNjiilt_yKsRacXjYRfkg', 'FQdda51pq8qPnV6nUME54A', 'SrjtkJx8VM-Lb_SXpFxTwA', 'oYTZ2PbYYd2MDbVYUoQpCw', '21DVAPk05XtZjprD85bKsA', 'Kgp0gt6gMkJt3ubv9cu5Xw', '8mguIbP0-K3DAAl4Gmts_w', 'HcL7R7ingTW8nenpD3X2cg', 'ufW7UMmc27p-Af1YGIG3xg', 'UDSUUmaKMiWxUo2nDN_avQ', 'JbAeIYc89Sk8SWmrBCJs9g', 'GUldadcLX_6a1sfYZY2xjQ', 'xaTy1lShKp_ObL2hXTOoLg', '7GQyyA5bjiktRfziO7R4fA', 'f5f5qlp_6KpsBjpJ5FMpdw', '4uP7xIMrupaeVskjhUMDmw', 'w_hb_CZgYKb9JHGfISfoVw', 'SEe2Zrn3-P-pQ02STGBYoA']",10,3.779999999999999,user,"{'profile': 4, 'funny': 11, 'cute': 1, 'plain': 21, 'writer': 8, 'list': 3, 'note': 12, 'hot': 13, 'cool': 42, 'more': 7}","[2010, 2011, 2012, 2013, 2014]"
2011-04,"{'funny': 32, 'useful': 58, 'cool': 34}",15,Akari,LyQZKiftQ5lL6zFJ0T2WXA,"['llAtgO8Q4jJuU7NDU7mlWQ', 'koYomf67VzeDv1OapN1w4Q', 'WmAyExqSWoiYZ5XEqpk_Uw', '60r12dcHQUnEMrTzG_FYKg', 'GALRNo-AbcAHxEdmqKl--w', 'xsLzko0ftD20Teh_r8vJTw', 'URcLQkuZWiAAvVnqAoNfRg', 'GUfpBrRnAh8Ul5irur0cCw', 'RFqomXXd9rRQYMZkvFw2hg', 'NjOYSgr2LNMoSPi4e140Ig', 'lUN1JRr-WISrS5PL9LSMrg', 'wYPTmPe95linxD0cV0WaVQ']",1,3.87,user,"{'plain': 10, 'hot': 5, 'writer': 3, 'cool': 2, 'photos': 1}",[]
2012-06,"{'funny': 0, 'useful': 7, 'cool': 1}",7,Kristin,KdIdIWfZ5i52sy4vaYF6jA,['LRJV4PJ1l3B7BdZo1tWruw'],0,3.169999999999999,user,{},[]
2014-04,"{'funny': 3, 'useful': 2, 'cool': 0}",6,Chris,lU6-BrerBTJk29apBa_rEA,[],0,1.0,user,{},[]
2014-04,"{'funny': 0, 'useful': 0, 'cool': 0}",1,Kurt,2jhwlqpn_b3Z_vYvDaq_mA,[],0,4.0,user,{},[]
2009-07,"{'funny': 33, 'useful': 169, 'cool': 41}",229,Rosetta,NUoGKAaGycjgkPuB6uiFZw,['BDnLqlykgBrgVqZ71KrxfQ'],5,3.509999999999999,user,"{'plain': 2, 'writer': 2, 'note': 1, 'hot': 1, 'cool': 4, 'more': 1}",[]
2011-06,"{'funny': 1, 'useful': 5, 'cool': 2}",7,Thomas,XtQPR5sULvBpJakIjFFIAA,[],0,3.569999999999999,user,{},[]
2013-10,"{'funny': 0, 'useful': 1, 'cool': 1}",3,Becky,xO1r-ZQ34rvw2hnbc0a4KQ,"['Dfadh_DFWH39YUVdIMB79w', 'ppJdLSYofXSi4iHYTVChGw', 'd7kJxgCfL0FewdsJCK4Isg']",0,4.0,user,{},[]
2012-07,"{'funny': 8, 'useful': 23, 'cool': 7}",15,Lola,MLbsLAjfxRYlNt-FkZq6Cg,[],0,3.879999999999999,user,{'note': 1},[]
2011-04,"{'funny': 3, 'useful': 10, 'cool': 2}",51,Roy,6xKH55jzWfNo06Al2-DZjA,"['qJepRDQ4Giedn52XVwRcEA', 'gbKH4HrMms3kYIAFILuaCQ', 'uWak0g1TXVr8axztY8Bdkw', 'o2SmXXHfw_BpVcmwZ1mKPg', 'xpqhhVEUYW7kqMIrphoPpQ', 'lh6VX3J1FCefn4yDJuydqg', 'KyXlD7i48mYYjRC-BFYVxw', 'K49O-UAO7SF4fwckbjif6A', 'H2OSq_7kxXRsd8jyAhJUBw', 'ojceHFno-N2_hREnw_62Ug', 'Q-Th-HsvqzB4DmrWh9qkJQ', 'j-NDpy7dNc2fqQrE9c25MQ']",1,4.019999999999999,user,"{'note': 1, 'funny': 1}",[]
2011-03,"{'funny': 0, 'useful': 6, 'cool': 1}",2,Tiffany,32-_hegWg-QlFFeT_xq3qA,"['Nvym6zav55WYQjfLGBctoQ', 'UcdsKXNPHmVzi5qPQSCutg', 'djTvdBP5bi3ed1GKZOkWeA', 'jQUTjrzBy2hlht0vmuiQqg', 'DCCnm0C4ulk2YnJUh7ryag']",0,3.0,user,{'hot': 1},[]
2009-10,"{'funny': 18, 'useful': 22, 'cool': 5}",13,Andrew,kGJCm_VE0BmfNuXK4pHYsg,[],0,3.149999999999999,user,{'plain': 1},[]
2011-11,"{'funny': 1, 'useful': 1, 'cool': 0}",3,Brad,mfZfMtFzTbMWB7ISU8v2lg,[],0,2.669999999999999,user,{},[]
2008-12,"{'funny': 30, 'useful': 65, 'cool': 33}",29,Elizabeth,J9SyqyIsWyca5v3Z4GyrJg,"['XBHJCDzNh--mBhJkzyM_iA', 'mmJzZPMT06-4jRhf5L8laQ', 'C8ZTiwa7qWoPSMIivTeSfw', '8CNEh7fSbLwDuAKhLjDPKQ', 'f7rtlKI1J3wELUZQk3TZJw', 'yNVGe_z9hHxbvpa2Ns2JIg', 'fczQCSmaWF78toLEmb0Zsw', 'K32fI8A2Tq5KhxfVdlgDkQ', 'LDgcqJPwkNDMYiTEonDAQg', 'mEMZxvHpemSxn1gl7Lj1Zw', 'YIjGrzJRQVpoZNl1rGXQ9A', 'N1koTSTyiLCD8zH0rHSh4w', 'wafpFBnX43dLcou_-YfxcA', 'XT0zTD3ZgpUzgD4KJb3yfg', 'gXjD2ER77lEHP2GhIfFMSA', 'rV-B4sIzTbnvsYZZi2Nyrw', 'iC-kXC7m0XKdbntAIBA46w', '_aguQTUp7kMlWhWr2mojdA', '085TP4qzSt6sr2COT4lVCg', 'mPWfkiqDTKBa-IWVZgpx0w', '3FLvP7zGP6fEe3lJK5AwYw', 'LtopWis2z8JuYTcrRBaJQA', 'Tyi5MvquA5Hbf4t2WLoDcQ', 'TDbKPzfPclw3MxrpBISVcA', 'QScQFZLXFeEJ6numSz-Hsg', 'IAsaA8PFJQKaH188EcBXvA', 'z_SAA_fwDUVj307ftcz9Og', 'NGX8gQiiD2RTESUrH27Axw', '5K5kC3pa_IOdPGnrD5UeTA', 'WWxCMDn8rVHIrIFoKRcRDg', 'blimeRPMCJggra7NOCpErA', '_ZJanTGDypTxfm1Ut7IqaQ', 'GeGDZ02UfARKBRl7LqKZuA', 'LK6tFwz7dk7Nl0bJdoW8Dw', '7tA04v45dzG8tADZGLrCzA', 'uQLA7QwcvbbYARrSafUggQ', '0ouMuScWJ3GuNtWEmmsziw', 'NnIv0HrMX7XAmFHKsqSnVw', 'cOshQqBijblNGwrtrwG7og', '4AHJijaCB4Sevv7MgX6ajQ', 'GJ_Uj-QZcQbEm5mKAj7eUw', 'Cu7EORrF6hm3xkYkMgQGEw', 'Ws2CvNufzEOpHUlm7Vt93w', 'F_3cAyYiCA0lIV8s-Gu4Lg', 'eAt9ZJZM_l7c7HaBg2u7_Q', 's339yiWq3AnDbY-dRyqDVQ', 'C7yR7r1oHDYHG_JKlTeK3Q', 'cvWvdoRkhIZIk_qRFk4DLw', '14bgguiSxzUWO4NE_p6bNQ', 'ZXT-v6IaRuVOZUBv9f4VSw', 'i-1KB9QNpmR-GYFaJywvEg', '0B72lj8x6TXrKuAYpaHL3w', 'e1a1i8aFuFeSn2dJbKycmw', 'cWRhIZJnrpyukVTq7q8J8A', 'cykCXyNrk3Xpo5ScViqA3w', '2ip2h8vYP487ARkMiBCYyA', '9fT3hQVDZMrj1cfWIbeFDA', 'r98iLGfB044Kuk5Tz6SFlQ', '9J3xtamewwWQhQ0tkjRoRw', 'lNSsvZo-aOXUbmFhsS3xpw', 'rbJ-qICYEbuuizlzAt29yA', 'r8mAwUTsHNbH-5GbOOpkcw', 'PfuPTOzx5u0vucw4fLllKw', 'AXiqPnzwdVS1wUOXPFIRcQ', 'qSUMjhdwp2DS6m0xrBSSAA', '1rzmQ4nnqUlO-13ykyFs7w', 'EeLx1BRKjdTZ4jlX7A0GDg', 'AkhSoTJJWBKRGihCMNov4Q', 'QHlcUuDUwT8iXlkvAL44_w', 'D7WHoCGMd0adl5118eXuPg', 'HA3oWD7icDW_WAxGABOH8A', 'D3Pu5GDLxmhpDapueSIWNw', '2N5bMhPeg9P1wQNnl4c-jQ', 'Dl7IPpFgteOrpw0g3NBbhg', '5RwLr-x6HYRnmrU-9Q7BJg', 'tZQ13yaNprf4mjaZg2-6cw', 'vynHUkNRnqlWyuaCM9NZcQ', 'GhQ4B0HdCkO8_JkaqlTxzw', 'Xne17vIpm7iJT8ztWmwABg', 'Q747wAzOCCy-CT5uFv3y_A', 'uCZdAQMIHSIEr2rjz6cFeQ', '6wQfap3gY96NZcDOjvmmcg']",6,4.099999999999999,user,"{'note': 3, 'plain': 2, 'hot': 1, 'cool': 4, 'photos': 1}",[]
2013-02,"{'funny': 0, 'useful': 5, 'cool': 6}",16,Dimitrius,QwMKH4n-LM7JQtO6t-4RnQ,['PSL1Gtq5Z0TNMicerd6Oyg'],0,4.69,user,{},[]
2009-01,"{'funny': 20, 'useful': 12, 'cool': 13}",15,Jennifer,fOCdboqmcDEvWNrNaX70-Q,"['bm1p-rSp2rOl3Jb5-q9-YQ', '74BsmOZHUUdsvzYtGtlRiw', 'Ns9TaL66ggWN8gisy0F-QQ', 'apt8oSdphXfezZDbTseZXA', '1VthqrbEhYxl4CO1Vucdrg', 'EIlMChchWlUX0LpieyNPCQ', 'LPfoWGML8jqpHLTTkdsIUQ', '1F6FEZGH5kwoXn3-BrhyPA', 'f4vskDFyPQJidOWnGEvTog', 'T05KnVWOQxja5uhI8Jp0nA', 'yz52NHSTauR3hL8mjsfrPA', 'xBl9Ke43PISGJC_iGkv-UA', 'lijLlvOKAoWTk66Hv5d1Aw', 'agOuqt4BQ2jw6SHiq0qXZQ', '-ZzOzfMwnJ7GbcZAadAwLw', 'clWuWMTtx4XhxdY1lvRhzg', 'hERPjHjcz9ZAXaOv7jgSqQ', 'lqgdn2ER_R9fNKMLgaJ2Xw', 'Lm0H0YSVBmGIYhYiF4apsg', '8AIqn0tKKfVKoDN5D1I5mQ', 'VP8p0UYM0i9EOdhT8cm2Gg', 'mb1phYgpxoO6CLkylpRiNg', 'vz8o4vIhgmzLiqeU1njmdA']",1,3.93,user,"{'plain': 1, 'funny': 2, 'cool': 2}",[]
2011-04,"{'funny': 4, 'useful': 18, 'cool': 15}",14,Atul,LMN8S-yCIvLxAZ8ye16cig,[],0,2.859999999999999,user,{},[]
2012-09,"{'funny': 3, 'useful': 13, 'cool': 1}",9,Neda,ka66Mzv1_uenfktzsKNrsg,[],0,3.56,user,{'note': 1},[]
2013-07,"{'funny': 0, 'useful': 3, 'cool': 0}",5,Donald,ESJxnv4YLN42FeG2iCbvDg,[],0,4.799999999999999,user,{},[]
2011-11,"{'funny': 1, 'useful': 2, 'cool': 1}",2,Shirley,YiQUyeDsi7Para184DY7UA,[],0,3.0,user,{},[]
2008-02,"{'funny': 85, 'useful': 179, 'cool': 73}",136,Adam,rCt1CYVI1nf8FcyUQPl7pg,"['7FuLnS_-b79GG-33mwLaMg', 'ChPpkHTyL3CyajLIuUrgjg', 'egxPW9MN_95Tv8KbehGU6A', 'W-tlbTP2xCUu7RmGD8y1XA', '9Udwyc_gBW3yBRzhHSxA8g', 'aW-t1HTjXygsOWVk4gRQDQ', 'TM6LLYhkkV1VwTDkHE2tiw', '4AY34PhqB3yMj7stqVZYZw', 'sbjfYosWSEaQByfqCPgrKg', 'x3mea2PRW4Q5F40CZRO8EQ']",5,3.649999999999999,user,"{'funny': 3, 'plain': 9, 'writer': 6, 'list': 1, 'note': 2, 'hot': 4, 'more': 1, 'cool': 14}","[2010, 2011]"
