votes,user_id,review_id,stars,date,text,type,business_id
"{'funny': 0, 'useful': 0, 'cool': 0}",CRa4i13Jd2TIAY7M2CIxXQ,vGexozNF2PxYNd86WjzNXg,5,2013-12-02,Amazing food. Nice employees. Even when its busy which is pretty much always you still get your food pretty fast.,review,u7-9OD_9qc6PDYlMk0-VcA
"{'funny': 0, 'useful': 0, 'cool': 0}",CRa4i13Jd2TIAY7M2CIxXQ,nhD_i7fZhlLQOp4vR8XLOg,4,2013-12-02,A great burger place. It could use some more consistency with the temperature and size of the fries though. I am not a fan of the new coke machines because they get really crowded when the place is busy.,review,-h1WpfgqAmJcJDqyXXJ2og
"{'funny': 0, 'useful': 0, 'cool': 0}",4dvduL8lWoRyT-IjkjxfXw,87LN-0OxelFiHxi2C6YHRg,1,2009-11-07,Place ok. last time went there. they doing construction..ugh..put us on the bad loud noise...wasn't pleasant time,review,G0nUhYF2q4tnoOPwCjXLig
"{'funny': 0, 'useful': 2, 'cool': 1}",xGTSn8aKFDgbQKuXRhkGaQ,yl7M7qZKUg8XurKoNQUEOQ,3,2011-01-02,"My cousins, their friend, and I went here for a late dinner around 9pm on New Years Eve. We were expecting it to be crowded, but it was empty, which was good for us because we were hungry and didn't want to have to wait too long for our food to come out (as I'd experienced other times when the restaurant was busy).  Anyways, we ordered Mini Corn Dogs, 8 Boneless Wings with Asian Zing sauce, and 24 Traditional Wings with half covered in Medium sauce and the other half covered in Asian Zing sauce. Here is a breakdown of the food we ordered:

Mini Corn Dogs- Yummy. The cornbread coating was crunchy yet soft on the inside while the hotdog was hot. The accompanying spicy mustard sauce was good too. My cousin noticed that the recipe changed, saying that the new recipe was better as the cornbread coating was less doughy than before. 

Boneless Wings- More meat than Traditional Wings, but a little more expensive. I enjoyed the crispy coating and the moist white meat inside, but I did find the coating a little too salty.  

Traditional Wings- Mini drumsticks and wings deep-fried to perfection. I found some of the wings to be too fatty, but at least the meat wasn't dried out or tough. I also preferred the drumsticks to the wings because there was more meat to eat. I am in love with the Asian Zing sauce. It's the perfect blend of spicy and sweet, and matches so well with the fried wings. The Medium sauce was too salty in my opinion. 

Celery- Yay for negative calories! I wish some of the celery pieces had been cleaned more thoroughly to remove the hard-to-remove dirt spots. Also, some of the pieces of celery didn't seem fresh as they weren't as crunchy as I like my celery to be. 

Overall, we had an enjoyable time at this Buffalo Wild Wings eating, talking, and watching sports on the big screen TVs. Usually it's too loud to have a decent conversation at Buffalo Wild Wings, but this night proved different.",review,zgCwHvZ7eHDd6A6hkkTcSQ
"{'funny': 0, 'useful': 0, 'cool': 0}",gkJeQFAFFPeJZ_ngv7BcCQ,C6RMUHZHNwHfd09WGEIRJA,4,2013-07-27,"Love their food. The only reason I don't give five stars is that the amount of food you get totally varies from visit to visit. The size of the burritos can vary by 50-60%. Makes it hard to know how much food to order, but it is very delicious food, service is great.",review,zSzE4rW9FE3fGqiEzZ91Vw
"{'funny': 0, 'useful': 0, 'cool': 0}",BMhcWfrh4zUdHZlMPS3T7w,yynlF4nCECJm5YQ7VJdxNA,4,2011-07-30,Very helpful staff helped me find a good Easter gift.,review,cWzUgQlLgStA1GfEhbDIKA
"{'funny': 0, 'useful': 2, 'cool': 0}",HGtaxz_ltKK8--kWfSEOmw,tFZArtO_vv1DiWOGOaPWOQ,4,2012-10-22,"Not as awesome as the LA location, but still a classic nonetheless.

The bento box appetizer sampler was great because you got a little taste of everything-- the rock shrimp, crispy rice, dumplings, etc. We also loved the albacore sashimi; very fresh as to be expected. The baked lobster roll is also yummy. I wish we had time to explore the menu a bit more. 

The only thing that was kind of disappointing was the size of the molten chocolate cake. Maybe I was expecting too much, but it was tiny so make sure to get your own!",review,_Aq9R8FRoXq8HwC5qf80Xg
"{'funny': 0, 'useful': 0, 'cool': 0}",cVX9rO0nV1ektJLINhXXTA,TP9p_6PCXPq2_5V0UcxN7g,5,2014-06-27,"We were staying at the Cosmopolitan and wanted to eat at STK before a night out. We tried to make reservations earlier in the day but were told they had nothing available but were welcome to stop-by to see if anything had opened up.

We arrived and almost immediately, they found a spot for our party of 4. It is definitely a lively spot. We were dining late (around 9pm) and the music was loud, the place was packed and everyone was having a great time.

We all ordered steaks, and they were wonderful. I order my steak well-done, and most steak houses will still bring it with some pink in the middle. STK cooked it to perfection, just how I asked. My husband and his friend both said it was the best steak either of them had ever had.

The creamy yukon potatoes were amazing as well.

Great experience, will definitely be back!",review,QRXv7Jvq_SuiiT_SKvbdig
"{'funny': 1, 'useful': 2, 'cool': 1}",nk4-ZOND5kxqqqTY3lZfDg,AytCCN8CKsN0zl1TVUJXCw,5,2012-07-17,"Being Italian and from NY (and that's central NY, not the city) I am incredibly picky about my ingredients. I was disappointed for a long time with my options in Vegas until I was told to try Cugino's. 

Holy Cannoli!  Thank god for Cugino's! I usually stock up every few weeks leaving with a large box of freshly made mozzarella, hot sausage, bread dough, sauce, Jamaica cakes, cavatelli, raviolis, and hot cherry peppers (which are hard to find).

Everyone is always friendly & helpful at this family run deli. They even carry my box of goodies to my car. 

Eat in or take out options, Pizza is great too!",review,ravINrZil-a_nAl95-KjDQ
"{'funny': 0, 'useful': 0, 'cool': 0}",52hYzmoL4yUFyc9Ct1Zukg,R4zyCdcVwCbG7nej0ju84w,3,2011-12-28,"This place has a 5 star location in terms of view. In terms of wait time it and chaos, it probably only gets a 1 star. The architects designing this place clearly had no concept of crowd control. Trying to get in and out was ridiculous. Combine that with the bathroom being outside the restaurant; it was miserable trying to push through the crowds to get out and wash my hands.

Reservations were easy to make on my Yelp iPhone app via Opentable. We showed up; was seated after a lengthy delay (they DO NOT honor your reservation time!). Our server was super nice and made sure our side dishes were low on the calories and cooked in olive oil and not butter after conferring with the chefs.

Bread and butter plus a fennel apple salad appetizer was placed on the table. When I knocked over Hubs' freshly poured glass of wine, they were nice enough to replace it. We both ordered steak frites; cooked well and the portions were huge. 

We also tried the french onion soup which was a solid hit.

Touristy and crowded.",review,4bEjOyTaDG24SY5TxsaUNQ
"{'funny': 1, 'useful': 1, 'cool': 1}",AUJZssKWjikUA26BvacqUg,zOc7CeZ8yGwQNfa9e51NAQ,5,2013-11-30,"If you are from Detroit, you don't really need the reviews.  Just go.  It's the real deal.  I've been here since 1996, don't really care to go back to Detroit but there are some things I miss.  Well, there is one thing I don't miss anymore because I don't have to. WOW!  Detroit Coney Grill has done what so many others have tried and failed so miserably at.  Even the other so called ""Coney"" places in town that are open currently...not even close. Not even in the same ball park.  It's like comparing food from Ram's Horn to Machus Red Fox.  Detroit Coney Grill is that much better than the others.
Faygo Rock & Rye was like the sweet nectar of the gods.  I might become an addict.  Forgotten how a good pop can be!
  
I'm out in East Mesa; Ellsworth & Baseline. I sure wish there was one out this way, but I'll drive to Tempe with no complaints for this.  
GO WINGS!!!!!!",review,gEAB85-Zcm8Qs5JQPC_PHg
"{'funny': 0, 'useful': 0, 'cool': 0}",8RmeQ4kF2afVUzaRYpjRDg,idM8EQtIWfiK_FzR4gQS_g,4,2011-08-23,"My favorite thing about Panera is that you get to sit for as long as you want, and there's no pressure to get out. This location is always clean, and the staff has always been polite. The prices are what keep me from going to the 5 star mark, but even as I write I recognize that the quality of food is excellent. But...can't bring myself to go for the 5.",review,l-fiUbBlNcmWm43hkw8gHA
"{'funny': 0, 'useful': 0, 'cool': 0}",iFa0SLpNeLbx6aux65mNbQ,hBdC0e-guDgfHdaNgm8mtQ,3,2008-12-27,"It's good.  A better option than the nearby Chili's for sure.  3 and a half stars:)

I enjoy their happy hour.  $3 pints is a smashing deal and their beer is always great.  4 stars for their Roadrunner Brown and 5 stars for their Dream Catcher Light.

Don't try their Rocktinis - I'm pretty sure I had 3 ounces of watered down blue punch!

They also have a pretty solid happy hour food menu.  Love the ball park pretzel, love the boneless wings, love the chicken sliders.I haven't eaten in the actual restaurant in years so I can't comment on it.  

Happy Hour Mon-Friday til 7pm.  I think they have a reverse happy hour as well.  

It's a good comparison to BJs Brewery - but I like the beer at Rock Bottom Better.  I wish they would open one in LA, but I think the market is pretty saturated out there with this type of establishment.

Parking is ample - never had a wait.  Yay for XMAS fun with the family back in good ol' Scottsdale, AZ",review,n4mfUCDXHsg0GH50HzJpug
"{'funny': 0, 'useful': 0, 'cool': 0}",OrzDHrEqNuVA-pMmVkEZww,5YMIsuKjput7ubI6K6WMjA,4,2013-07-10,"First time at Vdara and will not be my last. Got a good price through a website and booked EDC weekend... yes EDC weekend is crazy packed and crazy busy. If you were there you'd know. Well got there early... as in 9am early. Still got me an early check in. They didn't promise me anything over the phone but told me the line wasn't too bad and the rooms were starting to open up. When I got there, the line was mad crazy with check ins and outs. They managed to get me a room early. The room was super clean, free of smell, and felt like a good vegas experience. Sure I wasn't in the room much but calling in for the late check out was no problem, got extra towels, soup, here and there stuff that made the hotel experience wonderful. oh yea... did I mention it was crazy packed during EDC, and their staff was still friendly and quick w the work.",review,WIlklz81DcJkUWJThbnJbQ
"{'funny': 0, 'useful': 0, 'cool': 0}",0S_l5oEHKR5AWHie2BlIkQ,hISgG8_Orn3MeGUZQSp_mg,4,2014-05-26,"It's subway, so you know what to expect. The reason I'm giving it four starts is that every time I come in here the staff is so friendly. Good customer service always goes a long way for me.",review,gCkPJh3AZ6TODJ39Fu11JQ
"{'funny': 0, 'useful': 1, 'cool': 0}",_5PAcX77jzA8LO77l-csyA,rdkSv30-Cswfmd3B-m1SRQ,5,2014-01-24,"I can not say enough good things about Dino Lube. 

They were friendly, courteous, and quick! I received a free car wash too!! 

I highly recommend this shop!!",review,5WP5DFEJIDrPhDmWPlg8gw
"{'funny': 0, 'useful': 1, 'cool': 0}",NLmVF4cUTCUZYzYRE6JL_w,BClmpwItPIjxMLMkpUmRMw,5,2013-05-06,Do yourself a favor and try the panang chicken curry.,review,olwuTiAEEFgSYefWUcZWbQ
"{'funny': 0, 'useful': 0, 'cool': 0}",oWnHxFB6POywWbP7oTCXLw,-Tq0uiN5FiMPZ7mB5hDn-g,4,2013-01-17,Vegetable pizza is amazing. Side of feta and some hummus. Pita made fresh.,review,l-BQohlzgAwKxK3ltXuOVw
"{'funny': 0, 'useful': 1, 'cool': 1}",HR_Lxh2ycv0t745Ohiziew,ZUXBiYMsEDlpgDtaIde7Iw,4,2012-04-29,"First timer here! I was talked into doing this run with a coworker who didn't even end up signing up to do it after I did, so I thought, ""Whatever! I'm still doing it!"" Luckily, another friend of mine who runs all the time decided to do it with me, and so I'm glad were able to go together. 
I really didn't know what to expect. I definitely didn't expect there would be 20-something corrals. My friend signed up that she ran 9 min miles and I signed up that I did 10:30-11 min miles. That placed her in the 5th corral and my time placed me in the 22nd corral. She decided to wait in my corral with me and that forced her to wait a whole hour for my corral to start. The first few corrals were done by the time we started and the corral waiting areas were so packed like sardines. 
It felt great to finally start jogging/running and some of the ""runners"" in the earlier corrals were already walking about 5-10 minutes in, so I was surprised. This just meant there was a bit more weaving involved, but oh well, I was glad to see there were so many people in support of this run.I enjoyed finishing the run in the stadium. I've never been in a run where you end up in a stadium. There's people up on the bleachers and people everywhere on the grass. The support was great in there when you were done! I 
The shirts given this year were really nice. They were almost like that dry fit material instead of just cheap cotton. I showed my brother-in-law the shirt, and he joked and said that he would do the run just for that cool shirt since it is only $35 to enter the run and shirts like that usually cost close to that. 
There were tons of vendors there to explore when done with the race. Our favorite vendor was Chick-Fil-A, because they were handing out free chicken sandiwiches!! Of course, once people found out that they were doing that, people started stalking the Chick-Fil-A truck. The volunteer/workers at Chick-Fil-A had to be more discreet about passing the sandwiches out and take little rolling coolers and sneak around the back of the truck to get to other parts of the crowd. Jamba Juice was dependable as it has been at other runs I've been to, and they had no shortage of free jamba juice! 
Overall, great time and unique experience ending in the Sun Devil Stadium (which I am hesitant to say since I am a diehard Wildcat alumni...) Helpful hint: The sun felt more intense each mile into the race, so next time I am bringing a Waterpak! You should too if you decide to do it!",review,i2jU_fUdN5xnwXwoOtRDoA
"{'funny': 0, 'useful': 0, 'cool': 0}",infC_5J8sA4NiL_QBJpWag,gGWajKy8IHZvVIm1c3yw0A,3,2012-04-26,"Pho was pretty decent. Everthing else sucked! The restaurant itself was odd, it still had the taco bell menu above the cash register.",review,47A3pWsdYNhFFy9gUEVcYQ
"{'funny': 0, 'useful': 0, 'cool': 0}",tuY5zBZek1yz64xX1Kf0OQ,SoZhDZ0kM25Fun9zouoI9Q,1,2013-05-29,"this isn't a sports bar.  its a casino  bar near the sports book at Planet hollywood.  it only has eight screens, only one above the bar, and its small, like maybe 32 inches.  i asked the waitress to change one of the lounge tvs to a game 7 hockey game, and she couldnt i would have to go ask at the sports book.  wtf?  later after getting a seat at the bar to play video poker, and playing steady for a good 45 mins, the bartendress   told me to ""play a hand"" or she wouldnt serve me.  wtf?  I was watching the replays from a recent goal that had made the game fairly interesting. when i told i was playing but just watchng the sports at the ""sports bar"" she said she was watching me on video, bs, and that i wasnt playing enoough. wtf.  

summary:  this place is lame, with nasty unfriendly staff, that pretend like they are a sports bar.  the tvs suck.  nuf said.  go somewhere else",review,2-4GQW8OkWU97srNoIqTFA
"{'funny': 0, 'useful': 0, 'cool': 0}",Fnv0ep2DFfuN3m57FMBa7g,d0nt4n3GcObBUCSilM-Cew,5,2014-06-12,Was not expecting Mexican food to be this good in vegas! I will definitely eat hear the next time where in town.,review,xhoqsIOfIF8Cl4BfhnAGBw
"{'funny': 0, 'useful': 1, 'cool': 1}",U_MviAzku5nimdpJEIgUTw,ThCWjh0brecBfbMg4pyxhA,5,2013-01-18,"Was referred here by a friend who swore by it.  Hands down THE best smoke shop I have ever been to in my life.  Including California.  Amazing selection, all the legit best brands and the best service I've received ANYWHERE in a long time.  Friendly, staff answered ALL of my questions and steered me towards the best choice, not the priciest.  Never made me feel stupid or acted as if they were ""too cool for school"".  Prices blew Diversity out of the water!   If you're in Vegas and going to any other smoke shop you're wasting your time and money.",review,pbf5F7euo00ASb_X1rW8jg
"{'funny': 0, 'useful': 2, 'cool': 0}",hDlSSyDreM9xY4yQWPm54w,SuEk4r5bRCJJGnCOVfy_Cw,4,2011-12-28,"off-strip glamour without the cattle call.

--beautiful modern styling and broad public spaces. clean lines with a retro feel
--straightforward floorplans make getting places simple (unlike the labyrinthine casino hell of the strip)
--well appointed spa has all the usuals you expect from a five-star spa
steam and sauna, jacuzzi, showers, lounge and baths
--lavish rooms with all the 5-star amenities; in-room iron; plush bedding and large, fragrant towels (wishing i could buy that detergent)
--wooden hangars with real hooks, not theft-prevention hangar hell.
--complimentary plush terrycloth robes on request (you must sign for them)
--laundry/dry cleaning service, shoe shine
--large floor-to-ceiling windows face north to the strip, or south to the hills
--sit in your bathtub enjoy the view (or lower the privacy shade)
--take your pick from great restaurants and casual eateries

--helpful, friendly and outgoing dealers and boxmen
--service culture pervades, staff _always_ looking for ways to assist you, not refer you to the ""right"" department for you to make your request.
--casino bar staff (Stacy) friendly and helpful. drink specials are fun.

#no doorman. bell staff loiter nearby but should always be present _at_ the entrance to open and close your car doors
#no newspaper delivery to room (get up early to grab yours by the elevator before they run out)
#one newspaper option (should be 3+)
#bed's large headboard furniture blocks access to electrical outlets
#more electrical outlets in room needed (we've got laptops, ipods, cell phones and more!) bring your power strip!
#wine bar closed mondays and tuesdays
#rooftop restaurant closed for renovations... argh. it's one of the reasons we came here!  to sit again on the rooftop patio, sipping champagne and taking in the view.",review,9A-yUk2Ls9_5i7wFl5TOLw
"{'funny': 0, 'useful': 0, 'cool': 0}",OQT6bMDIdl6gSXVbVYZCVA,QoQY8GLfCbDhTDlclrPBYQ,4,2014-01-20,"I had the forbidden rice bowl, amazing.  Im craving it!!  Had some fun yummy drinks.
Also had a show, the bartender was bickering with one of waitresses, he was a jerk too!  Then i heard another bartender and that same waitress talking about what an a**hole the other one is.  I mean really is this Vanderpumps Rules?  Drama for the customers to hear...not cool.  
Dinner and drinks were great, could have done without the show just a foot away from me!",review,uKSX1n1RoAzGq4bV8GPHVg
"{'funny': 0, 'useful': 1, 'cool': 0}",6aS7CrJBq4de_fUDoZd-kg,NdSZAAeeVbJ2TlmsXDwLKA,2,2013-11-30,"AA year ago I would have given this place 4 stars. No more. I have been here almost weekly for the last several months. At first the quantity of the food started to go downhill; now quality is following and that includes customer service. If I order a BACON, guacamole sandwich, I expect more than 1.5 slices if bacon and fresh guacamole. I asked what happens to the other 1/2 slice of bacon and was actually told it gets saved for the next sandwich!!!  The final frustration was burned hash browns. Not not crispy, burned. And they served them to me. The bread is more crust Than actual bread. Also I want a printed receipt I don't want a receipt that is emailed to me. I want a printed receipt that I can stick in my tax/expense file if necessary. I don't want to have to remember to go digging in my email for the receipt. I will say if you're looking for a place just to have a bakery good this may be it but go elsewhere for breakfast. Holly actually makes you feel like she's so glad that you came into the restaurant but she speaks so loudly that you don't really want to engage her in any more conversation then you have to.",review,x-S7Nooy3jiKChpR00mVWw
"{'funny': 1, 'useful': 0, 'cool': 0}",oF4b5WJC6VnBbUL5sZURPA,wRcSV6d1x2-CeK6eNIG6JA,4,2013-02-28,"*This review is for the customer service we received; we knew what we wanted when we went into the store and realize that not everyone is in that position.*

Excellent customer service! My husband, brother-in-law and I went furniture shopping last night. The Room Store was our 4th stop of the evening, and we found the living room set we were looking for right away. Allen, our salesman, approached us and said ""we have that in another color right around the corner"". Little did he know, just then we were discussing purchasing it in a darker color. 

We began looking at the darker version, and he came up and handed me a business card with the full price of the 4 pieces we were looking for, along with delivery and scotch guard, all rolled into it. Within 15 minutes we were at a table purchasing the set from him. Allen was excellent to us and provided us with exactly the information, support, and assistance we needed, right when we needed it. He was able to anticipate our needs and ensure that they were met; he even moved things around in order to accommodate our short timeline for delivery.

The furniture is being delivered in a few days; I'll update my review when we have seen the final delivered product.

BOTTOM LINE: Ask for Allen!",review,1Ah078abmmHwdSksI_RyGg
"{'funny': 1, 'useful': 2, 'cool': 0}",Iu3Jo9ROp2IWC9FwtWOaUQ,GVot-oXBZMrjHvPiWJnStQ,2,2010-08-17,"I'd really give this 2.5 stars, but three would be too many.  I had the Classic Cobb Salad.  My wife had the Lemon Grilled Chicken.  Service was good, but the place is just so so.  I think it's well over-priced for what you get.  No appetizers, no desserts, two iced teas and the above dishes and our bill was $33 before tip.

I did feel quite good, however, when I realized that the median age of the people in the place was greater than my age.  Geez, a youngster out on a date.  That's OK though.  I know the Callendar's draws a large clientele of gray hairs like me and I'm cool with that.

I guess the only reason to visit Marie anymore is to have some pie and some coffee or tea.",review,wH8J9TI8ReocYZ3N2W04bw
"{'funny': 0, 'useful': 0, 'cool': 0}",Gt4FZPWtH6-0ktDYYNi2ag,VJFCwvRqxDQBMWGq_4HV0g,1,2013-07-27,"Literally the worst hotel I've ever stayed in. The list of horrors we encountered at this place included: An odor of urine which ran throughout our room. Unswept floors which included rat poop and toenails. Stains and hairs on the sheets, as well as a large cockroach which welcomed us at the start of our visit. Avoid if possible. Whatever ""deal"" you might find online simply isn't worth it.",review,FfgsQ6Ohp9QTYHuW75GEhQ
"{'funny': 1, 'useful': 1, 'cool': 0}",qRlHDqCP1hK-HNUju249IA,RXkSueCKcd9F8zPD5pYXlw,5,2013-10-14,"This Putters has slots, 2 little pool tables, dart games, and the BEST BARTENDER EVER... James!!!",review,hMor1nxrfYKDW-AtQYytgw
"{'funny': 2, 'useful': 2, 'cool': 0}",68sf6hDqko8gb_bRh7KsVA,uDbN2wm3Lzgt1JEd87wyow,2,2013-09-17,"We saw Jim Gaffingan here in July. As a casino or a night out, I would never come to this establishment again. If you have to see a show here, eat first! The options for food are very limited in the casino and everyone is smoking cigarettes. yuck. I don't mind smoke unless... I'm eating. We decided to eat there just because we ran out of time and man was I disappointed. 

Everything else was so busy, because they are obviously not prepared for the Gaffigan crowd, so we settled on the Black Fig, which was called an ""upscale bistro"", sounds trendy- maybe the food is interesting. The prices weren't bad but they had sandwiches, salads, & pepperoni pizza. I don't think any of the other restaurants are much better either besides Orange Sky but that's another Yelp review in itself. I'm pretty sure I had a Totino's pizza from the freezer that night at an ""upscale bistro"" on date night at what's supposed to be a fancy casino, or so I thought. Oh, and by the way there was no seating once we finally got our food. We ended up sitting cramped on a ""built in poker"" bar next to a chain smoking old woman. If people are dressing up to come to your casino, you need to deliver something better!",review,CEN7vLJ4uBO-rLt9GwgF6A
"{'funny': 0, 'useful': 1, 'cool': 0}",AdFpuH7MSin8cKmpT3IbCA,yYsV1mP66izpaNRUSxeR_Q,4,2011-01-31,Came here on a Saturday night and it was packed..for good reason. Its beautiful. Drinks were pretty easy to get and typical for Vegas prices. This is the new hot spot for sure. Cant wait to come back again.,review,nrtQ1MbahiNDSRn5CyA-Sw
"{'funny': 0, 'useful': 0, 'cool': 0}",S64-kNHdinKdt8Q6Fl9GuA,qm-hE7eXwcceJjS-VpAaRw,5,2014-03-31,"Found this place from a neighbor's recommendation after relocating to AZ from CA.  The folks here are quick and efficient and prices are reasonable for tires as well as oil changes and other maintenance services.  Just found out that this site has CLOSED because of upcoming construction on the Grand/Bell overpass, but the manager and most of the staff have relocated to KING AUTO, 10002 W. Santa Fe in Sun City.  Phone # there is 623-933-4990 & they offer pick-up and drop off for folks living in Surprise, Sun City, Sun City West, etc.  New location is open 7 a.m.-4 p.m. Monday-Friday.",review,Mil1EZz54GciigQLwpdtmA
"{'funny': 0, 'useful': 1, 'cool': 1}",RMX11FC48KZTYIeExtGUCw,KDXPeR9mGLDJ6xHNQ0cUZg,3,2008-08-07,"When we dined at the Chandler location, we had an utterly excellent experience, and we stoked to hear that they would soon be opening a location at the new Park West center in Peoria. 

We checked it out soon after it opened, and of course, it's a clone of their other location. Though the service wasn't quite as stellar, it was still very nice. 

Being unemployed, and dining on someone else's ticket, I went cheap this time and got the cheapest entree on the menu -- the beef Flemington. It's basically a beef wellie.

Unfortunately, it arrived woefully overcooked. Our server graciously offered to have a new one made for me. The second one was also overdone, just not as badly. I was hungry, so I didn't say anything. Nonetheless, they took it off of our bill. 

However, everything else was perfect. I will chalk up those couple of things as an off-day, or perhaps they hadn't quite ironed out the wrinkles yet. I'll need to check back after they've been open for a year or so.",review,JM6X0PJBcMkAjOuZqMaZsQ
"{'funny': 1, 'useful': 1, 'cool': 1}",OwjHxg_gFeXHbcum6kXb5g,lH5MBnuJ74bwzFA_fCschg,5,2014-01-09,"Best spa in Vegas as far as having a facility with a wide variety of different things to do!  Herbal steam room, salt steam room, sauna, whirlpools, cool pools, showers, Jade Room, Red Clay Dome room, Red Clay Ball Room, Ice Room, Jewel Room, recliners to watch Korean Dramas on!  I love this place and can spend literally all day here.  The only thing that sucks is their restaurant.  The food is way overpriced and it is NOT GOOD!  Sundubu tastes like water. I can make way better Dukbokki and I'm not even friggin' Asian.  I do recommend the shaved ice though.",review,dXhrxTIatUPskg7Jn12iXQ
"{'funny': 0, 'useful': 0, 'cool': 0}",Mac3De6NAHvrkRY7FwKcxg,3iK2FlrQc8RyVwuQ5MNHDw,5,2011-12-18,"I now know why it's called ""The Habit."" Very good burgers. The coal burgers are very fresh and tasty. Additionally, there's an assortment of sauces they offer to top your orders. I've loved In-N-Out Burger for years, and this is the first time I've had burgers comparable to, if not better than INO.",review,Cr2JNnewX53TYd9w6qw6Jw
"{'funny': 0, 'useful': 1, 'cool': 0}",ATQFYj-eUlY9GRrM9BDUbA,hxb0dWJdqUn5frAdFPMzVg,3,2013-07-13,"Here is a touristy place to go if you want to try modern food made with something sweet. 
The service is slow, the servers seem unhappy and the food is average and overpriced.

I had the hamburger that has a bun with white chocolate baked into the dough. I was good but not worth $16+ I had to pay for it. We ate here during lunch time and it was surprisingly dead.

On the candy side all the employees seem happier and friendlier. Lots of good option for after dinner sweets, lots of old school candy to choose from.

I would go again for the sweets, as for food try it if your curious.",review,nZgYNbl1XlZyyKlISMoG6w
"{'funny': 1, 'useful': 2, 'cool': 1}",WbsLCvoCGu1JG7FmZUBPuw,OcFvVNs0PqLvu3ak8fl2gg,5,2007-10-31,"I rate restaurants on four things: the food I eat, the way I am treated, how comfortable the environment is while I'm eating, and how much all of this costs.  This means I don't eat at a restaurant because a celebrity is associated with it, and therefore any feelings I may have - positive or otherwise - in regard to said celebrity, don't mess with my meal. Good food is a serious business.  It should never be adulterated with bile. 

THE FOOD
After consulting with the waiter, I ordered a cocktail... a Cactus Pear Margarita, a Blue Corn Pancake appetizer, and the Spicy Chicken and Sweet Potato Hash.  

The Cactus Pear Margarita (Herradura Silver Tequila, cactus pear syrup and lime juice) had a strong background flavor of grapefruit, which was not to my taste.  The replacement drink was a White Peach Margarita (white peach puree, Herradura Silver Tequila, lime juice).  It was exquisite.  A perfect balance of flavors.  Not too sweet.  Not too sour.  Not excessively fruity.  

Meanwhile I had the bread basket to explore. It included three breads; a jalapeno cornbread muffin, a slice of nutty whole wheat, and a few wedges of light as air foccacia.  Okay... the muffin was actually the highlight of my entire day.  Maybe several days.  Crumbly, salty sweet, just spicy enough to be interesting.  I immediately wanted a dozen more, and my appetizer hadn't even arrived.  Later I sampled the whole wheat - which was somewhat pedestrian after the muffin, and the foccacia - another delicious surprise.  I could have dined on bread alone and gone away full and happy.  But more was to come.  

The Blue Corn Pancake is just that, a blue corn pancake filled with barbecued duck, topped with at least three sauces, including the habanero chile and star anise listed on the menu.  The blend of flavors was powerful, exotic, and extremely rich.  People who cannot or don't care for spicy foods should avoid this dish.  The heat of the smoky sweet barbecued duck was balanced with the mild blue corn, then kicked again into high gear with the sauces.  Wow!

The Spicy Chicken and Sweet Potato Hash was... well, interesting.  Topped with a poached egg the combination was relatively mild.  The consistency of the whole dish was soft, almost deceptively so, because the sauces drizzled over the dish were quite spicy. I ate half and brought the rest of it home to Los Angeles to eat later.  It was actually better tasting when I heated it up the next day.  

Since I was taking leftovers home, I went ahead and ordered a dessert.  The waiter and I spent some time talking about what would travel well, eventually settling on the Smoked Vanilla & Toasted Walnut Flan.  Actually, it was a coffee flavored flan with a smoky vanilla caramel top and some candied walnuts on the side. I may sound more blase than I feel, but the description on the dessert menu just did not do it justice.  Even after being hauled onto a plane and stuck in a refrigerator for a day, the flan was creamy, subtly flavored, and absolutely splendid. 

In fact, the whole meal was a five star experience.  It takes a truly superb kitchen to create the effortless complexity of flavor and presentation I got at Mesa.

THE SERVICE
I had my luggage with me when I came into the restaurant and the Greeter immediately offered to put it aside in a private locked closet. Although she didn't give me a claim ticket, she did recognize me when I left.  I did wonder how that all works when the restaurant is particularly busy.

As you can tell already, I take up a waiter's time.  I expect them to be knowledgeable about the menu, familiar with the dishes, and to have an opinion (their favorites).  I did not order the waiter's favorites, but any really good waiter appreciates fine food and WILL have at least one dish on the menu that they rave about.  Great restaurants hire great waiters.  Mesa Grill gets five stars here as well.  Not only did I have a great waiter, I had two, plus a busboy who might as well have been a third, and a personable bartender who brought me my second drink ... AND STOOD THERE waiting to make sure I was happy with it. 

Mind you, I was there at 1:30 in the afternoon on a Monday.  So most people should not expect to get quite this level of attention, but I have no doubt that these guys are steller even at the most hectic of times. I really put them to the test at the end. I asked to have the hash and a couple of those amazing muffins packed along with the flan.  Then I had them repack it so that I could fit it into my carry on bag.  No fuss.  No looks.  Just whatever help I seemed to need.  (many thanks Joel, Dario & Adam!) 

I would write a longer review, but I have run out of room.  Let me just say that the environment was excellent (quiet, light enough to see, but not too bright, and the bathroom was clean), and the bill, including tip was under $75.  For this level of restaurant, that's dirt cheap.",review,DO3Gk17RyJVW7zYMCtYPnw
